Species	6785	7135	5664	7296	6282	6733	6148	TC03G002530	AT5G08530	TC03G001430	5842	5913	5477	7583	TC00G083870	5449	5821	AT3G02760	6265	6620	6527	7021	TC05G005750	6274	6393	AT5G13030	NM_124699.3	5260	6859	7363	AT5G21070	6914	5816	5614	6363	5634	NM_179236.3	5335	4724	6398	TC09G026260	TC00G047210	AT3G59040	TC01G002420	6779	KT377118.1	KT377126.1	TC05G029300	5699	5034	6641	5116	5220	7141	TC02G009310	6238	6705	6563	6732	5536	5841	5870	4890	6299	5326	AT3G53700	TC08G013000	5772	5318	6782	6955	6004	4796	6954	5926	AT4G15420	6226	AT5G02860	5791	TC04G030490	AT4G00740	TC01G033670	6679	6056	5347	4757	AT3G46610	AT5G13520	5333	6198	5163	7111	7628	AT3G10150	AT3G56940	7136	TC02G004290	5328	5918	5703	6164	5090	5454	5273	7174	6533	AT4G33945	4802	AT5G55960	5339	5919	5366	6552	7367	6460	5981	5802	6459	6969	6098	6979	5857	5977	5489	6946	5936	6064	5355	6506	5463	5594	6387	6221	4793	6797	4942	6270	6913	6854	7128	TC04G019470	TC07G000920	TC06G006880	AT3G54690	5644	5968	AT3G04880	TC09G007890	5656	TC02G024400	5296	5733	6538	6933	TC01G007130	6227	6034	6457	6540	TC02G003180	5426	6958	6366	AT2G31240	5354	5849	6072	7194	5770	AT4G38890	KT377078.1	6041	6962	5206	6500	6550	5910	5942	5596	TC09G017950	6792	6860	AT3G54090	6110	TC01G021540	5865	AT1G52310	AT5G57930	6893	6150	6450	5945	AT1G02020	TC05G022880	TC01G032610	5162	5406	NM_113708.2	TC04G026920	6383	AT5G64370	KT377086.1	5940	6570	4992	AT5G50280	6048	6978	7336	TC09G010970	6531	TC09G009480	NM_001198514.1	NM_148067.4	TC05G027690	TC02G026940	KT377070.1	5941	5949	7028	KT377102.1	6130	6977	6483	6439	6036	6406	AT5G13630	6320	5427	5639	AT5G40440	4954	AT1G65380	AT3G56460	6051	5348	AT4G39520	AJ133743.1	TC04G028160	5428	7325	TC02G006310	5434	6947	5343	6909	AT3G26782	6379	6407	TC01G005310	6865	4951	6528	TC04G030670	5138	7572	AT5G13400	TC06G016050	5264	5531	6667	6875	AT2G35790	AT1G17160	4806	7024	6924	TC09G026350	TC09G025650	TC03G025580	6713	TC01G019250	TC06G020780	TC09G004790	5815	6492	TC05G003200	6882	6995	7331	TC03G023900	6639	TC05G024510	5859	6848	AT1G48520	6114	4932	7273	5980	6565	5104	6284	6412	5893	6825	6000	5064	5398	5464	6494	TC01G040040	6448	6488	KT377094.1	5421	5177	TC01G019030	AT2G33630	5716	6378	5271	6636	6532	5032	6507	5460	4848	5702	6139	6864	6631	7333	7371	6544	6557	7602	6050	6487	5866	6405	AT2G35130	TC03G010340	4744	6601	6175	6318	TC07G011130	5578	4889	7029	TC05G008010	5554	AT5G23940	5843	TC06G011670	TC09G034320	TC04G015820	4471	5960	7324	5123	5933	6401	7577	TC03G012430	AT2G01650	6119	TC02G023190	5188	6780	5599	5958	6447	6216	6791	6430	5990	AT3G24190	6420	AT1G63680	5513	6883	4691	5469	TC03G028600	5660	7241	7279	TC07G000500
FMN_104811_P009_WA01	72	312	135	0	237	0	153	1002	1407	810	132	399	474	0	2580	660	0	2361	0	204	330	249	1011	0	0	1437	156	0	0	0	519	372	204	141	0	0	1494	54	540	378	576	270	1032	1062	0	900	528	1788	378	0	336	252	297	0	615	369	231	534	0	0	675	252	0	0	1299	1272	990	192	564	336	315	669	0	0	339	1413	168	1746	210	1062	888	930	0	93	219	438	1659	1833	0	0	399	0	0	978	939	213	654	441	81	0	0	267	990	339	0	495	642	390	1944	441	642	69	0	0	741	0	267	504	0	1263	735	288	0	0	0	798	0	0	0	309	648	528	438	0	456	306	0	633	285	570	777	714	1317	1038	360	90	912	1563	132	609	0	0	0	0	1362	591	0	0	0	1032	1182	279	0	1521	0	243	0	0	0	1437	318	486	252	384	519	267	348	591	1620	1959	510	249	798	321	633	0	1503	834	0	0	297	717	1632	666	609	534	1545	351	918	0	1068	720	225	519	582	1950	0	0	0	684	477	1296	1329	762	1044	1359	687	318	126	222	411	288	132	117	432	1266	0	3786	309	156	597	666	993	906	981	1197	0	567	1002	870	0	0	585	1035	192	411	402	1437	0	0	852	363	0	384	945	0	618	1857	831	1494	345	627	1305	564	726	0	159	0	999	681	705	0	1722	606	744	345	528	600	0	0	129	681	192	1623	621	300	612	0	720	285	366	0	0	714	0	0	0	282	0	963	252	1032	972	165	0	285	141	0	852	1386	768	177	0	0	258	0	0	0	534	324	924	0	0	609	0	765	0	375	228	693	0	0	696	795	0	135	1152	0	585	198	0	0	1974	504	894	0	1311	1389	2049	120	0	429	0	522	0	0	1404	1395	1407	1188	174	0	0	360	294	204	0	0	207	930	339	2169	255	423	315	507	648	0	0	0	1359
FMN_104811_P009_WA02	0	168	0	0	150	0	0	993	1458	792	0	318	474	0	2568	465	0	2361	0	0	297	162	504	0	0	837	156	0	0	0	519	189	0	0	0	0	1098	57	501	153	576	0	615	1062	0	750	468	1623	291	0	213	174	297	0	687	0	228	522	0	0	372	180	0	0	456	1272	990	0	159	255	0	519	0	0	135	1413	0	1404	117	1071	1101	786	0	93	219	0	1659	1305	0	0	333	0	0	927	756	213	645	441	0	0	0	231	609	123	0	234	297	348	1887	297	582	69	0	0	546	0	267	279	0	1140	504	288	0	0	0	612	0	0	0	270	0	210	348	0	0	246	0	399	195	240	741	642	1317	663	249	0	912	1563	0	1218	0	0	0	0	1368	591	0	0	0	1029	1038	198	0	1521	0	171	0	0	0	681	189	381	252	171	660	267	0	585	1236	1959	324	195	1338	0	534	0	705	834	0	0	0	390	1599	552	528	0	504	309	561	0	996	597	0	519	483	1281	0	0	0	516	432	822	1122	510	867	1359	630	0	0	0	270	228	0	0	381	708	0	3654	228	0	357	360	555	906	459	1296	0	558	1002	870	0	0	450	990	0	423	222	1437	0	0	714	363	0	378	612	0	468	1854	822	720	249	522	1305	564	726	0	0	0	906	498	600	0	1722	315	663	180	387	600	0	0	0	681	0	1635	582	252	633	0	594	0	381	0	0	714	0	0	0	213	0	507	141	714	972	165	0	204	132	0	729	1272	420	0	0	0	120	0	0	0	342	303	348	0	0	435	0	729	0	165	0	516	0	0	696	663	0	0	1038	0	579	0	0	0	1974	285	894	0	999	1389	2049	120	0	333	0	312	0	0	1404	1404	825	723	0	0	0	360	0	0	0	0	207	702	339	1992	129	201	0	150	648	0	0	0	1317
FMN_104811_P009_WA03	72	312	279	0	237	0	285	1017	1452	792	144	486	474	0	2568	540	0	2361	0	399	312	258	708	318	0	1440	159	0	168	0	519	342	0	141	0	0	954	72	597	378	576	0	747	621	0	900	603	1758	378	0	417	330	297	0	402	222	267	588	0	0	534	321	0	0	1422	1272	990	192	321	303	195	654	0	348	333	1413	168	1617	369	1086	1152	897	0	144	219	441	1659	1305	417	0	375	0	0	990	1062	213	645	441	201	0	0	267	1074	450	177	501	396	384	1941	411	642	69	0	0	789	336	267	504	0	1164	816	288	0	114	0	813	99	0	0	309	582	402	411	0	342	270	0	633	288	588	777	813	1317	984	354	90	912	1563	168	858	0	0	0	0	1362	591	0	0	0	1032	1155	279	0	1521	0	258	0	0	0	1284	297	987	270	468	576	261	354	600	1731	1959	402	252	1338	342	1143	0	723	834	0	0	240	717	1599	750	816	855	1545	354	897	99	1110	720	375	519	663	1953	0	0	315	573	408	1296	2262	810	990	1359	699	375	0	297	369	267	132	207	432	1206	0	3720	249	156	597	666	993	906	876	1197	0	459	1002	870	0	0	390	918	195	693	540	1437	0	0	852	363	0	384	1032	0	612	1857	831	1476	339	633	1305	564	726	0	159	0	999	681	885	0	1722	594	747	345	507	600	0	0	120	681	462	1635	564	303	633	0	657	219	408	0	0	714	0	240	180	609	0	900	243	1032	972	165	396	204	141	0	885	1371	501	219	0	0	168	0	0	0	771	357	924	0	0	597	138	804	0	462	306	714	0	180	819	789	0	189	1152	0	615	204	0	159	1974	567	894	0	1272	1389	2049	120	0	534	117	384	0	0	1137	1404	1404	1188	375	0	225	360	0	222	0	0	207	930	339	2175	264	423	357	669	648	0	0	0	1416
FMN_104811_P009_WA04	0	189	0	0	0	0	0	969	1458	813	0	459	474	0	2445	492	0	1923	0	0	273	162	477	0	0	1380	159	0	0	0	519	252	0	0	0	0	1041	54	495	153	579	0	609	1062	0	669	426	1737	378	0	336	213	297	0	675	234	228	501	0	0	372	180	0	0	573	1272	990	0	252	255	0	453	0	0	255	1413	168	1317	120	915	1101	786	0	93	195	177	1659	1689	0	0	285	0	0	708	756	213	648	441	60	0	0	231	687	258	0	303	297	291	1881	369	603	69	0	0	609	0	267	261	0	1101	363	288	0	0	0	573	0	0	0	291	0	0	297	0	0	270	0	633	288	288	768	417	1317	639	354	90	918	1548	0	1218	0	0	0	0	1359	591	0	0	0	1032	924	0	0	1656	0	171	0	0	0	1278	165	504	0	171	249	267	0	600	1236	1947	306	180	1260	0	507	0	1503	834	0	0	219	390	1632	576	504	0	504	348	750	0	996	606	0	519	570	1284	0	0	0	516	363	822	2271	555	867	1359	630	258	0	0	264	231	114	0	432	654	0	3537	141	156	327	555	987	645	807	594	0	504	1002	870	0	0	450	873	0	423	342	1437	0	0	627	219	0	291	612	0	558	1857	822	741	222	543	1305	564	726	0	0	195	999	591	1506	0	1719	327	648	150	387	600	0	0	78	711	123	1635	492	174	633	0	603	144	351	0	0	681	0	195	0	213	0	507	0	474	972	78	0	204	135	0	711	1332	444	162	0	0	96	0	0	0	354	324	447	0	0	747	0	702	0	231	0	660	0	0	699	747	0	0	1152	0	537	0	0	0	1992	459	921	0	816	1389	1389	120	0	693	0	282	0	0	1137	1395	777	723	0	0	0	360	0	99	0	0	204	570	339	1362	129	228	255	210	648	339	0	0	1254
FMN_104811_P009_WA05	0	0	0	0	0	0	0	78	942	450	0	0	399	0	738	192	0	981	0	0	192	126	267	0	0	522	102	0	0	0	321	0	0	0	0	0	885	0	213	0	483	0	162	753	0	216	144	708	0	0	0	174	204	0	552	0	0	270	0	0	138	141	0	0	0	258	339	0	0	0	198	210	0	0	0	921	0	564	0	0	348	783	0	0	0	0	732	1296	0	0	0	0	0	210	594	87	327	234	0	0	0	0	0	0	0	0	279	0	1152	0	393	0	0	0	267	0	0	0	0	282	0	0	0	0	0	135	0	0	0	156	0	0	0	0	0	0	0	150	153	120	459	192	645	348	0	0	399	723	0	702	0	0	0	0	1266	171	0	0	0	936	375	0	0	540	0	156	0	0	0	558	99	0	0	0	0	0	0	246	507	558	0	0	507	0	309	0	501	774	0	0	0	66	729	339	297	0	210	111	0	0	351	165	0	219	0	399	0	0	0	513	0	822	657	354	267	399	306	0	0	0	0	0	0	0	0	267	0	948	0	0	195	294	558	408	261	405	0	312	912	369	0	0	222	291	0	267	0	726	0	0	567	84	0	192	246	0	0	438	351	354	0	285	678	468	477	0	0	0	627	438	579	0	1074	0	369	93	162	528	0	0	0	507	0	942	0	0	210	0	186	0	0	0	0	681	0	0	0	0	0	165	0	267	678	0	0	204	0	0	0	423	105	0	0	0	0	0	0	0	219	0	168	0	0	351	0	147	0	0	0	228	0	0	0	387	0	0	411	0	0	0	0	0	540	0	618	0	300	942	450	0	0	126	0	0	0	0	1137	750	402	723	0	0	0	0	0	0	0	0	0	276	126	678	0	0	0	168	168	0	0	0	951
FMN_104811_P009_WA06	0	126	0	0	108	0	0	375	1455	792	0	0	399	0	2478	459	0	1056	135	0	192	159	354	114	0	837	159	0	129	0	324	192	210	0	0	0	1371	54	348	87	486	0	255	1062	0	609	228	888	279	0	186	174	297	0	675	255	198	309	0	0	369	180	0	0	342	807	990	0	0	234	324	354	0	0	135	1188	168	930	0	348	1056	783	0	0	138	162	1329	1542	0	0	141	0	0	276	723	213	648	309	0	0	0	135	318	114	0	0	291	117	1752	189	543	69	0	0	429	0	0	252	0	1023	0	237	0	0	0	429	0	0	0	159	0	228	162	0	0	309	0	375	234	150	669	318	1266	603	207	0	903	1338	0	1221	0	0	0	0	1362	417	0	0	0	984	759	159	0	1509	0	171	0	0	0	684	99	243	0	171	213	267	165	411	1065	783	294	135	693	192	276	168	1002	834	0	0	0	174	1443	411	375	0	264	240	246	0	669	318	234	465	381	819	0	0	0	510	126	822	1146	483	753	774	549	0	0	0	231	147	0	120	123	483	0	2658	0	96	303	360	558	627	348	984	0	504	993	501	0	0	450	558	0	423	180	1404	0	0	627	129	0	291	363	0	429	1824	696	660	153	285	726	558	516	105	0	159	909	462	585	0	1719	0	609	135	387	600	0	0	78	639	0	1500	510	144	480	0	357	0	228	0	0	681	0	168	0	129	0	264	141	267	918	78	0	204	87	0	279	840	168	108	0	0	93	0	0	0	234	261	300	0	0	348	0	231	0	237	0	291	0	0	483	540	0	0	996	0	288	180	0	0	1950	204	897	0	816	1374	1326	0	0	162	0	267	0	0	1137	1368	702	723	0	0	0	228	0	0	0	0	0	702	249	2007	129	201	0	165	648	0	0	0	1152
FMN_104811_P009_WA07	72	186	0	0	201	0	156	1011	1455	744	0	0	399	0	744	459	0	1521	135	318	192	213	402	180	0	837	159	0	168	0	522	192	258	0	147	0	1371	54	447	135	555	0	639	1062	0	699	429	1686	258	0	186	174	297	0	675	312	228	447	0	0	318	180	0	0	534	1269	990	0	108	255	324	498	0	234	135	1413	162	1215	0	972	1056	783	0	93	207	237	1191	1542	354	0	261	0	0	363	735	213	648	426	90	0	0	258	486	303	0	261	297	177	1842	291	549	189	0	0	456	0	126	306	0	1086	0	288	0	0	0	639	0	0	0	309	288	411	321	0	0	309	0	624	234	297	687	642	1317	603	354	0	903	1560	114	1221	0	0	0	159	1365	585	0	0	0	1032	804	249	0	1503	0	171	0	0	0	1044	165	258	0	171	249	267	345	450	669	1386	384	249	693	297	465	126	1002	834	0	0	0	426	1632	594	381	0	504	258	735	0	1050	516	288	465	411	1479	0	0	0	510	300	822	1140	546	867	1287	594	0	108	0	267	147	0	120	432	483	0	3576	0	156	264	360	993	906	792	1182	0	504	993	468	0	0	450	588	0	423	237	1437	72	0	699	123	0	375	609	0	459	1824	801	663	252	318	726	564	516	0	0	195	966	576	1419	0	1719	0	642	180	405	585	0	0	108	639	192	1395	465	189	543	0	525	0	330	0	0	681	0	234	0	213	0	465	96	516	972	78	114	234	141	0	282	1266	189	108	0	0	93	0	0	87	510	291	312	0	0	399	0	351	0	174	0	336	0	0	642	654	0	0	1122	0	288	204	0	0	1974	219	897	0	837	1374	1986	120	0	246	0	261	0	0	1137	1398	717	723	0	0	0	360	0	165	0	0	207	702	339	2007	141	186	255	216	648	129	0	0	1113
FMN_104811_P009_WA08	75	186	0	0	252	0	0	870	1458	807	0	0	399	0	2571	543	0	2361	0	0	237	198	417	0	0	1434	168	0	174	0	519	345	0	0	0	129	1371	54	552	135	579	0	630	1062	0	699	483	1788	216	0	327	174	297	0	675	414	228	513	0	0	372	180	0	0	456	1518	990	0	213	255	0	597	0	0	204	1179	168	1455	117	981	1143	801	84	93	219	180	1659	1758	0	0	375	0	0	885	846	213	657	441	84	0	0	231	993	246	0	396	363	348	1848	258	579	69	0	0	495	0	267	402	0	1107	0	0	0	0	0	528	0	0	0	309	0	0	285	0	231	264	0	393	285	273	708	711	1317	645	252	90	912	1563	0	1215	0	0	0	0	1359	591	0	0	0	1032	933	279	0	1575	0	156	0	0	0	852	318	408	0	255	474	267	336	585	1350	1959	384	249	693	342	360	183	1503	834	0	0	0	426	1632	534	588	0	798	342	849	0	996	594	0	519	618	1947	0	0	0	510	363	822	1149	555	870	1350	609	222	0	159	261	0	0	0	459	747	0	3618	186	156	459	666	987	906	819	1185	0	618	996	870	0	0	498	903	0	423	540	1437	0	0	714	246	0	327	612	0	537	1857	801	636	264	540	1305	558	699	0	120	195	966	546	1461	0	1719	327	663	180	387	537	0	0	0	681	123	1635	564	168	624	0	402	159	342	0	0	633	0	315	0	198	0	792	0	534	942	75	0	282	141	0	894	1245	444	0	0	0	210	0	0	87	411	240	474	0	0	660	0	378	0	0	0	621	0	0	864	783	0	225	1149	0	579	201	0	189	1974	450	894	0	894	1389	2034	120	0	420	0	315	0	0	1401	1395	912	723	282	0	0	351	0	222	0	0	207	702	339	2019	156	225	252	294	648	213	162	0	1194
FMN_104811_P009_WA10	0	204	0	0	201	0	138	753	1338	810	0	300	399	0	2433	465	0	1923	0	0	174	162	306	0	0	837	129	0	105	0	324	192	0	0	138	0	1041	54	402	141	483	243	513	1023	0	501	231	813	291	0	255	174	297	0	687	243	186	474	0	0	348	180	0	0	450	870	990	0	105	174	0	411	0	0	135	1188	168	900	114	462	702	786	0	93	168	177	1398	1569	0	0	273	0	0	279	741	213	657	441	0	0	0	231	600	111	0	234	297	330	1755	198	582	69	0	0	429	0	156	213	0	1053	342	267	0	0	0	441	0	0	0	159	0	492	132	0	0	189	0	348	234	168	663	564	1293	624	207	90	753	1551	0	1215	0	0	0	0	1359	354	0	0	0	1032	609	117	0	1515	0	171	0	0	0	684	150	285	0	198	207	234	285	495	1182	1329	321	135	1188	222	474	84	621	834	0	0	0	216	1443	450	387	204	504	285	600	0	540	417	0	465	636	885	0	0	0	516	210	825	1122	510	798	1359	576	0	0	0	270	126	0	0	279	483	0	3396	111	0	285	360	555	906	435	915	0	492	996	405	0	0	450	735	0	423	351	1437	0	0	648	147	0	291	612	0	453	1407	753	660	165	285	726	552	699	0	0	195	999	480	729	0	1581	306	651	207	357	597	0	0	0	654	135	1515	417	144	624	0	357	102	291	0	0	714	0	381	0	165	0	459	102	366	645	78	0	204	96	0	615	1245	240	0	0	0	96	0	0	0	285	279	267	0	0	432	0	369	0	159	0	513	0	0	609	354	0	0	921	0	291	0	0	102	1971	444	915	0	828	1389	1866	120	0	315	0	132	0	0	1389	1395	735	720	0	0	0	360	0	108	0	0	0	375	303	1896	129	177	210	153	648	0	138	0	1095
FMN_104811_P009_WA11	0	318	273	0	276	0	372	999	1458	810	165	387	498	0	2586	534	252	2358	0	318	297	237	813	159	0	1437	168	0	0	0	519	393	285	270	162	0	1494	54	546	225	579	528	1032	1062	0	816	519	1830	378	0	336	342	297	0	363	432	231	561	0	0	372	285	0	240	1347	1272	990	0	213	330	327	660	0	231	327	1413	168	1563	159	1008	1152	921	84	189	219	534	1659	1788	339	0	405	0	252	1035	858	213	651	495	123	0	351	231	885	504	0	369	390	450	1926	336	645	69	0	0	753	0	267	573	0	1212	816	288	0	0	0	390	0	0	165	285	0	528	345	0	255	306	0	633	216	438	777	843	1317	978	354	111	918	1560	132	1215	0	0	0	0	1362	591	0	225	0	1032	1173	279	0	1686	0	204	0	0	0	1287	318	966	0	339	738	264	345	600	1344	1959	399	252	1344	321	564	429	1503	1167	0	0	282	426	1632	672	594	813	951	345	900	0	996	705	417	519	693	2028	0	180	0	666	408	825	2265	633	1002	1359	630	357	126	273	402	294	0	0	432	1002	0	3690	228	207	408	552	993	906	807	1344	0	606	1002	870	0	0	450	1044	0	423	540	1437	0	0	768	246	0	378	996	0	528	1857	825	822	255	657	1305	564	699	129	141	234	999	681	1665	0	1722	390	705	345	387	600	159	0	75	681	483	1635	621	252	624	0	492	327	543	0	0	714	0	375	180	213	0	558	129	552	951	78	246	285	141	0	927	1434	867	219	0	0	96	0	0	87	771	324	924	0	0	408	0	729	0	357	0	999	0	204	903	921	0	261	1146	0	585	198	0	159	1986	504	894	0	1212	1389	2049	120	0	693	0	435	195	0	1410	1395	1404	1188	246	0	258	360	0	153	0	0	207	930	351	2037	264	423	348	372	648	0	237	0	1278
FMN_104811_P009_WB01	0	186	135	0	276	0	156	891	1449	810	144	294	498	0	2562	468	0	2358	0	0	255	204	423	0	0	828	168	0	255	0	519	219	261	294	255	0	1041	87	456	225	654	198	615	1023	0	687	429	840	426	0	303	174	297	0	402	354	231	513	0	0	372	180	0	0	654	1272	990	0	111	255	0	519	0	0	135	1413	168	1494	117	876	1056	786	0	93	219	432	1659	1683	0	0	330	0	0	891	816	213	654	441	123	0	0	267	891	114	0	297	318	348	1827	324	582	69	0	0	624	171	198	330	0	1167	555	288	0	0	0	678	0	0	162	309	564	0	291	0	153	270	0	633	225	381	732	636	1317	660	345	90	918	1560	114	1215	0	0	0	0	1359	591	0	108	0	1032	1017	261	0	1602	0	243	0	0	0	774	318	423	0	171	543	267	324	600	1248	1965	384	264	1335	333	417	114	1503	834	0	0	147	426	1632	543	468	249	1320	309	783	0	996	648	0	519	702	1269	0	168	0	537	363	822	1140	648	909	1359	630	237	249	0	270	291	0	117	432	585	0	3522	213	219	333	555	987	891	807	1215	0	546	528	870	0	0	450	606	0	423	402	1437	0	0	663	330	0	369	678	0	489	1857	819	756	267	438	1305	564	726	0	159	0	999	651	624	0	1722	0	699	174	387	600	0	0	126	681	165	1635	621	180	624	0	411	93	381	0	0	714	0	174	174	171	0	507	0	381	951	153	0	204	141	0	765	1266	399	198	0	0	150	0	0	72	387	372	444	0	0	579	0	354	0	255	0	963	0	0	696	765	0	225	1146	0	582	201	0	159	1989	504	876	0	930	921	1473	120	0	420	123	309	0	0	1137	1395	783	723	0	0	258	360	0	165	0	0	207	702	339	1971	261	225	306	285	648	303	153	0	1248
FMN_104811_P009_WB04	0	102	0	0	0	0	0	204	1458	807	0	0	213	0	804	201	0	564	0	0	174	0	303	0	0	528	0	0	0	0	324	108	0	0	0	0	810	57	138	0	486	0	246	954	0	192	228	642	75	0	0	0	180	0	363	0	0	156	0	0	87	0	0	0	273	414	399	0	135	141	0	219	0	0	132	495	0	852	0	228	267	543	0	0	0	0	633	678	0	0	135	0	0	240	306	0	354	195	0	0	0	105	0	0	0	0	258	120	906	117	435	0	0	0	321	0	0	0	0	279	0	0	0	0	0	165	0	0	0	156	0	0	0	0	0	0	0	204	117	117	507	0	837	450	159	0	378	423	0	450	0	0	0	0	822	156	0	0	0	522	396	0	0	933	0	171	0	0	0	282	141	192	0	171	0	0	0	198	840	366	111	0	477	0	243	0	576	540	0	0	0	0	1203	324	0	0	192	141	225	0	381	168	0	279	141	531	0	0	0	489	114	672	381	282	549	837	357	0	0	0	150	0	0	0	0	504	0	1023	0	0	0	207	552	504	354	354	0	303	600	318	0	0	219	261	0	396	0	570	0	0	489	141	0	213	183	0	0	426	321	651	0	210	516	411	516	0	0	0	399	438	432	0	1170	0	609	0	0	369	0	0	0	498	0	651	0	0	600	0	357	0	123	0	0	324	0	0	0	0	0	198	0	270	585	0	0	108	0	0	0	555	177	0	0	0	72	0	0	0	0	180	189	0	0	249	0	147	0	0	0	246	0	0	363	441	0	0	417	0	156	0	0	0	777	0	666	0	762	744	492	0	0	126	0	0	0	0	831	741	351	510	0	0	0	0	0	0	0	0	0	375	249	1215	129	0	0	153	0	0	0	0	417
FMN_104811_P009_WB05	0	213	207	0	180	0	0	762	1458	813	0	222	399	0	2493	465	0	2340	0	267	240	189	507	0	0	837	156	0	180	0	324	249	0	126	0	0	1371	57	378	135	570	0	615	570	0	657	426	1626	291	0	186	174	297	0	675	357	228	513	0	0	264	180	0	0	495	867	990	0	135	249	207	444	0	0	135	1188	168	1413	72	924	1077	813	84	93	0	177	1659	1659	0	0	192	0	0	561	759	210	660	411	63	0	0	216	693	144	0	351	324	195	1848	315	582	69	0	0	468	0	0	258	0	1068	345	276	0	93	0	582	0	0	0	159	324	324	294	0	0	282	0	411	195	264	654	480	1287	594	231	90	912	1563	0	1215	0	0	0	0	1362	591	0	0	0	1032	891	276	0	1521	0	171	0	0	0	816	204	330	123	297	549	267	291	597	1221	1479	336	264	693	321	525	0	1080	834	0	0	0	234	1599	540	384	210	510	309	648	0	996	615	0	519	513	1260	0	0	168	510	384	822	1143	495	837	1098	579	297	0	192	267	147	0	0	417	480	0	3516	210	138	357	555	555	906	462	957	0	516	636	870	0	0	450	582	0	423	351	1437	0	0	627	159	0	297	612	0	459	1857	771	678	255	285	726	564	699	0	120	0	999	681	861	0	1722	354	636	180	387	537	0	0	81	660	0	1635	504	135	624	0	357	0	342	0	0	714	0	231	0	210	0	471	96	402	912	78	0	204	87	0	699	1275	243	159	0	0	123	0	0	0	276	237	351	0	0	597	0	369	0	0	0	546	0	0	696	711	0	0	1113	0	510	204	0	0	1974	405	861	0	930	1389	2010	120	0	276	0	288	0	0	1137	1395	882	723	0	0	0	360	0	168	0	0	207	702	339	2043	246	201	255	198	648	0	0	0	1179
FMN_104811_P009_WB07	0	186	135	0	219	0	207	774	1458	489	165	0	399	0	1224	465	0	738	0	0	219	162	309	0	0	1425	168	0	0	0	519	216	0	225	0	0	1041	84	453	153	504	0	252	864	0	510	309	1101	222	0	183	174	258	0	687	348	228	306	0	0	285	180	0	0	342	1146	963	0	105	255	0	516	0	0	135	1188	171	807	120	924	618	786	0	93	189	177	1383	1068	0	0	285	0	0	399	753	213	651	411	84	0	0	231	603	114	0	231	309	291	1725	249	576	69	0	0	540	0	189	261	0	504	189	237	0	0	0	564	0	0	0	159	0	0	225	0	144	168	0	414	195	222	624	339	1305	660	303	90	918	1572	0	1194	0	0	0	0	1359	591	0	0	0	954	774	117	0	1521	0	171	0	0	0	783	165	306	0	171	453	267	252	528	1209	1362	384	0	597	282	327	84	1047	834	0	0	0	426	543	417	384	558	504	291	888	0	996	528	0	519	498	864	0	0	0	513	363	822	1152	555	825	1350	567	201	0	0	267	189	0	0	252	483	0	2658	129	156	459	360	555	906	351	591	0	504	993	435	0	0	450	720	0	423	339	1044	0	0	324	153	0	291	612	0	456	1857	381	660	243	285	729	558	699	0	0	195	999	546	645	0	1020	0	660	132	387	597	0	0	78	372	123	1635	411	177	624	0	426	102	291	0	0	633	0	192	0	153	0	465	264	441	921	78	0	204	72	0	327	1245	240	0	0	0	0	0	0	87	390	258	321	0	0	414	0	324	0	144	0	372	0	0	699	741	0	153	999	0	459	159	0	141	1980	435	894	0	957	1389	1929	120	0	270	120	243	0	0	1353	432	807	723	0	0	258	360	0	90	0	0	144	702	339	1239	147	186	159	150	390	0	0	0	1155
FMN_104811_P009_WB08	0	132	213	0	198	0	192	831	1455	813	162	0	399	0	2484	465	0	1932	0	270	171	162	501	0	0	540	111	0	264	0	324	192	0	237	0	0	1371	54	327	153	540	0	360	1062	0	561	228	972	291	0	183	174	297	0	687	264	192	309	0	0	303	180	0	186	345	831	990	0	108	225	180	420	0	0	135	1188	171	1272	114	471	1053	786	0	93	162	177	1659	1557	0	0	225	0	0	642	795	213	324	384	84	0	0	231	639	114	0	231	294	141	1752	189	537	69	0	0	420	0	144	282	0	1053	216	231	0	0	0	522	0	0	0	216	0	0	141	0	186	168	0	414	195	234	708	303	1266	660	207	90	912	1572	0	1215	0	0	0	0	1359	591	0	0	0	1014	783	117	0	1521	0	171	0	0	0	735	99	210	0	171	273	267	255	597	1044	1299	321	123	693	273	324	84	1002	834	0	0	249	426	879	456	534	534	399	228	684	0	996	342	0	513	381	777	0	0	0	513	192	822	1122	393	825	1356	528	240	0	0	264	144	0	0	252	483	0	3501	156	135	387	360	555	906	489	633	0	312	993	462	0	0	450	648	0	423	351	1179	0	0	627	153	0	291	612	0	438	1857	729	660	225	438	729	558	699	0	0	195	966	567	654	0	1719	0	609	183	279	597	0	0	0	636	123	1635	390	177	624	0	357	102	291	0	0	621	0	213	0	129	0	288	96	300	744	78	0	204	72	0	681	1272	210	108	0	0	0	0	0	87	429	240	339	0	0	450	0	321	0	144	0	318	0	0	591	762	0	147	1035	0	492	198	0	96	1980	216	894	0	825	1389	1386	120	0	249	123	243	0	0	1401	825	738	723	0	0	198	162	0	84	0	69	189	702	339	1980	129	201	240	150	390	0	123	0	1221
