Species	6733	TC01G007130	6958	TC01G019250	6978	5264	5354	AT1G48520	AT3G02760	6363	TC03G023900	TC04G028160	5449	TC02G024400	NM_179236.3	5913	5513	TC02G003180	6631	AT5G64370	6274	6875	4691	4992	TC01G002420	5104	6860	4954	6882	5398	5123	5116	5335	AT5G50280	7371	6050	AT3G53700	7241	5347	5958	6148	6216	5463	6995	5434	AT3G10150	6557	5477	5865	6150	5454	7194	6641	AT3G54090	TC06G011670	6507	7363	NM_148067.4	5866	6620	5489	6130	6946	6532	5634	4951	6265	5772	AT3G04880	6705	6064	6420	6864	KT377094.1	AT5G40440	4471	AT5G08530	AT3G59040	6483	5064	6962	AT5G21070	TC05G022880	5426	AT3G46610	TC06G020780	6538	7324	6401	6531	6639	AT2G31240	5594	5427	4793	7577	6318	6785	6732	6282	AT4G39520	7336	AT5G57930	5464	6825	5469	5260	5644	7141	6098	TC04G026920	6969	AT1G02020	5933	5816	5554	AT4G00740	6487	6636	TC03G001430	TC04G030670	4802	TC01G040040	AT4G33945	TC09G007890	TC01G019030	5919	6913	4724	TC09G034320	AT3G54690	6139	5090	TC03G010340	TC05G008010	6379	5926	7602	6533	5220	6570	6565	6601	5821	7333	5842	TC08G013000	5536	7583	AT2G33630	TC05G005750	6492	TC07G000920	5716	6459	7028	5980	6320	AT5G02860	6048	6270	5339	5977	6366	5326	6909	AT2G35790	5318	4942	TC00G083870	KT377070.1	5343	5355	AT3G26782	AT5G13400	TC05G024510	5815	5406	TC01G005310	TC04G015820	5941	AJ133743.1	6859	5664	5273	5770	5614	TC01G033670	4848	TC04G030490	AT1G65380	4889	6848	6540	7325	6407	TC00G047210	TC06G006880	6412	5942	TC09G025650	5945	6977	5859	6439	6056	AT3G56460	TC09G026260	6175	7135	TC07G011130	5791	TC02G006310	6933	7273	AT1G17160	6791	6448	6506	TC02G009310	5162	6563	5936	4890	6792	AT5G13630	TC03G028600	6041	6924	6227	6238	NM_113708.2	7111	6979	5857	6854	6198	6378	5849	5188	6955	KT377086.1	5596	5328	5163	5660	7136	6782	5531	6072	6393	6780	TC02G004290	5949	5599	AT4G15420	6552	5910	6387	4796	6034	6221	TC01G021540	6947	AT1G52310	NM_124699.3	6883	6460	5296	6679	AT5G13030	7296	6914	5333	5870	6779	5032	6488	7572	5841	TC03G025580	5271	6110	TC04G019470	7367	6450	5656	KT377078.1	TC05G029300	6865	6430	5893	7128	5639	7024	6954	TC05G027690	TC03G012430	4806	7279	AT2G35130	TC09G017950	5918	TC09G004790	6667	5699	TC09G010970	6447	6398	6457	NM_001198514.1	4932	6226	5990	AT5G23940	5802	6893	TC06G016050	6051	TC09G009480	6284	6406	TC01G032610	6405	7331	KT377126.1	AT5G13520	TC02G026940	6550	7174	TC03G002530	5460	AT3G56940	6494	6036	5981	6114	5703	6299	5968	4757	5421	5940	5843	5206	5177	TC02G023190	5578	6004	5960	6544	AT3G24190	TC05G003200	6527	TC07G000500	6000	5034	TC09G026350	5366	7021	5702	AT1G63680	5733	KT377102.1	7628	AT2G01650	6713	KT377118.1	6383	AT5G55960	5138	AT4G38890	6164	7029	5348	4744	5428	6119	6500	6528	6797
FMN_104811_P009_WA03	0	1729	574	2286	0	3426	0	1158	4087	0	1303	1643	1873	1861	5992	703	1109	1585	0	2069	944	2203	606	958	1548	0	718	1833	0	2029	337	1260	670	2916	248	803	1907	0	747	825	615	552	776	0	1822	1623	0	3049	0	0	1532	0	820	2032	1430	0	0	1864	0	575	391	730	0	640	0	0	0	365	1490	462	338	1045	0	756	2364	682	2349	2353	602	0	812	1500	1228	1372	2233	1410	0	991	0	1388	588	2137	626	609	0	0	0	513	0	971	1414	539	2448	1169	696	1261	0	960	0	1792	922	0	2369	772	0	1235	2004	2355	0	1441	1936	1010	1513	1919	2087	1150	1089	2399	1065	2159	1653	1476	1166	1085	2550	0	1094	785	1092	850	1269	0	317	0	1077	431	1976	0	0	2304	1549	922	1146	1979	1386	585	1144	1592	1996	0	0	835	0	0	2049	1294	1120	2051	799	2930	1414	977	0	2208	2525	2313	1406	4545	1532	2573	655	1505	388	535	831	0	667	1530	1711	1554	1682	0	578	0	0	0	0	1901	0	1007	1219	1681	471	1551	804	943	1680	1120	2071	860	1241	1389	1554	0	454	1399	0	653	0	1630	1086	1303	1898	0	1119	4501	1812	2104	0	1872	448	1206	0	1138	560	1388	0	659	1580	1132	430	1458	2642	932	723	0	2144	694	725	0	0	0	1393	0	302	2643	0	1145	408	0	0	764	1869	460	2762	1019	1276	1199	0	0	2748	0	790	419	1110	0	0	790	995	2912	2000	0	616	1078	0	243	409	1079	2652	2179	0	358	1620	1154	542	533	1552	1915	0	0	2435	2522	370	1324	1359	955	1191	0	1891	0	4404	1716	523	566	1554	770	0	1093	1759	2384	2836	0	1046	293	559	1776	2439	1998	616	285	1644	0	1473	1583	2314	601	0	0	0	225	1029	667	471	0	1386	0	2421	541	865	0	3820	2333	1186	1754	1711	1810	0	1521	791	838	1302	2764	0	1650	0	2044	0	1704	493	2155	0	3944	0	507	0	0	0	2487	1713	783	659
FMN_104811_P009_WA04	0	1607	0	1973	0	2731	0	941	4221	0	1072	1374	893	1459	5521	648	516	1266	0	1674	0	1903	406	898	1573	0	287	1909	0	1264	0	847	307	2593	0	0	1796	0	362	628	0	218	583	0	1248	2440	0	2220	0	0	1202	0	578	1768	1071	0	0	1554	0	0	0	386	0	302	0	0	0	0	1288	509	0	709	0	820	1853	549	1841	2141	0	0	0	1233	697	1103	2014	618	0	1079	0	1039	311	1981	0	354	0	0	0	0	0	0	1168	0	1951	0	0	710	0	902	0	1568	751	0	2227	452	0	830	1695	1808	0	1117	1531	651	1243	1180	1903	731	869	2023	1070	1889	1360	988	948	885	2358	0	653	371	582	648	987	0	0	0	759	0	1760	0	0	2049	702	636	974	1610	412	0	918	210	1716	0	0	682	0	0	1653	802	722	1053	1007	2781	1071	820	0	2007	2377	2139	682	3583	1047	2200	361	1466	0	0	649	0	0	1281	773	1057	1365	0	347	0	0	0	0	1593	0	712	731	998	286	939	730	356	1450	970	1734	521	902	435	974	0	295	1261	0	400	0	1040	0	1192	1536	0	627	4285	1355	1527	268	1632	483	832	0	363	357	781	0	332	615	0	0	1196	1803	794	542	358	1616	497	428	0	0	0	1200	0	0	2249	0	0	0	0	0	481	769	0	2497	727	1005	1089	0	0	2356	0	671	0	763	0	0	0	740	1880	1715	0	0	959	0	225	0	883	2429	1158	0	299	897	551	0	0	1106	1810	0	0	2102	2409	276	963	1129	822	758	0	1170	0	4215	1569	439	300	1492	493	0	842	1467	1936	2372	0	548	0	312	974	2048	1845	529	0	1256	0	1154	1265	2479	0	0	0	0	428	280	377	0	0	477	0	1910	0	585	0	3131	2124	815	993	1461	920	0	1425	373	395	720	2932	0	544	0	1879	0	1275	0	2079	0	2282	0	0	0	0	0	2176	1066	665	0
FMN_104811_P009_WA05	0	1300	0	1403	0	625	0	243	2343	0	585	423	222	1249	3988	0	0	982	0	1272	0	1388	0	0	1099	0	0	956	0	484	0	323	0	1084	0	0	275	0	0	0	0	0	267	0	438	800	0	634	0	0	0	0	0	931	600	0	0	805	0	0	0	0	0	0	0	0	0	0	929	0	0	130	0	351	442	0	1401	219	0	0	0	600	344	511	1017	0	0	239	0	0	0	1571	0	0	0	0	0	0	0	0	829	0	1328	0	0	311	0	0	0	815	0	0	1524	0	0	0	1087	305	0	813	771	0	735	339	1113	0	544	380	262	1745	624	229	0	505	1594	0	0	0	0	252	581	0	0	0	352	0	1158	0	0	1510	354	208	243	213	0	0	0	0	1026	0	0	0	0	0	0	0	490	0	0	1977	721	293	0	1475	1173	1681	242	726	892	1550	0	1055	0	0	0	0	0	862	234	0	626	0	0	0	0	0	0	874	0	252	503	179	0	0	0	0	543	526	940	0	0	0	313	0	0	689	0	0	0	714	0	311	628	0	0	3412	432	0	0	568	0	477	0	0	0	305	0	0	326	0	198	250	855	240	0	0	255	0	0	0	0	0	728	0	0	1600	0	0	0	0	0	0	360	0	1553	235	0	341	0	0	1770	0	0	0	338	0	0	0	0	239	1207	0	0	527	0	0	0	246	975	425	0	0	293	293	0	0	531	1296	0	0	0	660	0	638	506	0	545	0	0	0	2586	277	0	0	691	0	0	590	406	1372	1435	0	299	0	0	436	1490	953	0	0	215	0	598	592	870	0	0	0	0	0	0	0	0	0	0	0	1026	0	225	0	314	1143	557	261	999	0	0	642	0	206	0	2155	0	0	0	1506	0	503	0	1396	0	1250	0	0	0	0	0	680	0	256	0
FMN_104811_P009_WA06	0	1442	356	1858	0	1628	0	571	3454	0	788	989	609	1489	4502	0	310	1219	0	1456	216	1650	0	571	1209	0	262	1149	0	1028	0	315	242	2088	0	0	1196	0	279	284	0	0	300	0	725	1544	0	1644	196	0	851	0	306	1474	1131	0	0	1164	0	0	0	251	0	232	0	0	212	0	1010	297	0	421	0	593	1218	0	1573	1341	217	0	0	692	522	849	1724	0	0	584	0	560	0	1643	0	232	0	0	0	0	0	309	809	0	1505	337	0	419	0	373	0	1290	711	0	1992	464	212	366	1511	717	0	902	1219	512	1067	743	1581	558	631	921	501	1814	1084	380	280	618	2163	0	252	348	0	404	756	0	0	0	471	0	1348	0	0	1852	822	568	891	581	387	0	568	0	1392	0	0	393	0	0	403	380	589	0	520	2557	859	503	0	1558	2116	1654	653	1754	974	1867	0	1174	213	0	235	0	0	995	270	637	1140	0	243	0	0	0	0	1369	0	417	470	665	0	780	295	0	1259	668	1472	319	788	0	706	0	0	1072	0	179	0	949	0	811	1251	0	474	4006	1180	817	221	1225	259	682	0	0	239	409	0	220	737	0	502	976	1405	422	215	0	766	300	321	0	0	0	773	0	0	1946	0	426	229	0	0	272	597	0	2101	446	576	511	0	0	1935	0	293	0	435	0	0	0	591	865	1259	0	194	701	0	0	0	342	1992	650	0	202	591	536	0	0	851	1585	235	0	1476	1758	0	845	873	570	691	0	230	0	3786	963	231	0	1079	0	0	734	1026	1602	1793	0	378	0	261	772	1871	1571	398	0	911	0	1057	787	1376	0	0	0	0	0	204	270	236	0	311	0	1681	244	480	0	894	1443	691	637	1153	462	0	963	333	259	460	2189	0	329	0	1561	0	1062	0	1820	0	1425	0	0	0	0	0	1431	634	394	0
FMN_104811_P009_WA07	0	1534	447	2015	0	2250	0	713	4024	241	955	1195	752	1689	5427	0	481	1335	0	1621	273	1841	307	671	1382	0	373	1564	0	1502	0	440	348	2298	0	0	1513	0	429	539	284	444	682	0	990	2190	0	2263	245	0	1184	0	331	1737	986	0	0	1603	0	398	0	308	0	331	0	0	375	0	1087	419	0	710	0	697	1936	360	1770	1961	286	0	0	1034	710	906	1895	0	0	866	0	918	347	1794	371	374	0	0	0	237	0	730	918	0	1968	236	0	480	0	715	0	1443	737	0	2153	453	602	737	1721	1014	0	1152	1632	683	1215	1091	1710	576	732	1486	683	1984	1382	860	929	739	2254	234	452	297	546	576	856	0	0	0	643	0	1591	0	0	2077	1044	614	861	1332	445	0	902	0	1489	0	0	586	0	0	1112	1094	770	298	611	2606	1040	649	0	1802	2183	1840	1352	2577	1128	2143	0	1246	320	0	714	0	0	1079	1194	1119	1203	0	397	0	0	0	0	1577	0	451	729	1379	0	0	866	282	1304	827	1642	528	951	0	883	288	0	1167	0	306	0	1111	0	887	1533	0	741	4228	1296	927	385	1373	596	848	0	0	352	545	0	260	972	0	623	1084	1590	576	500	282	1373	455	511	0	0	0	924	205	0	2286	0	438	425	0	0	533	927	0	2437	501	775	687	0	0	2244	0	465	365	713	0	0	246	620	1433	1562	0	300	834	0	0	329	511	2339	1227	0	328	742	666	0	282	1037	1598	0	0	1990	2077	215	929	1223	546	838	0	982	0	3958	1415	289	487	1284	244	0	914	1303	1822	2168	0	511	0	290	993	1991	1694	380	0	1235	257	1152	1259	1889	0	0	0	0	0	946	481	335	0	405	0	1502	342	588	0	1524	1662	719	894	1245	653	0	1237	796	723	532	2273	0	716	0	1752	0	1155	0	1903	0	2078	0	0	0	0	0	1996	1153	606	0
FMN_104811_P009_WA08	0	1626	523	1973	0	2836	0	1137	3980	0	1005	1448	954	1685	5483	0	496	1368	0	1757	0	2140	324	922	1467	0	758	1720	0	1820	0	700	425	2602	0	0	1717	561	454	521	0	575	656	0	1285	1475	0	2818	433	0	1344	0	507	1990	1053	0	0	1668	0	0	0	0	0	774	233	0	0	0	1357	593	0	719	0	1040	2340	549	1813	2432	0	0	0	1438	813	1099	2047	330	0	745	0	892	242	1918	0	323	0	0	0	313	0	728	1414	0	2208	0	0	848	0	724	0	1603	853	0	2259	494	0	816	1877	1885	0	1323	1750	837	1170	1465	2047	1029	880	1640	967	2051	1625	1046	671	964	2416	0	570	0	677	742	1002	0	370	0	696	0	1682	0	0	2032	1067	742	1113	1575	587	345	1063	411	1720	0	0	666	0	0	1154	1217	791	1192	1056	2858	1030	715	0	1968	2415	2245	855	3904	1132	2177	406	1356	355	0	726	0	0	1661	640	1240	1391	0	269	0	0	0	0	1618	0	641	790	1051	0	844	965	498	1709	1019	1938	627	810	474	1000	0	426	1422	0	393	0	1217	0	1150	1423	0	698	4291	1555	1646	388	1705	423	829	0	0	0	841	0	0	1161	507	0	1223	2056	783	667	371	1815	518	622	0	0	0	1048	0	0	2310	0	354	0	0	0	428	585	0	2755	895	1138	727	0	296	2658	0	696	0	553	0	0	0	743	1784	1824	0	480	941	0	0	0	1126	2513	1530	0	423	947	922	430	0	1114	1891	0	0	2163	2340	259	1070	1143	619	967	0	1189	0	4151	1351	497	454	1315	561	0	1032	1467	1929	2238	0	667	0	0	1299	2230	1765	516	0	1168	484	1236	1367	2600	0	0	0	0	583	350	463	0	0	769	0	2026	551	724	0	2878	1980	981	1119	1482	699	0	1470	517	566	496	2367	0	603	0	1991	0	1353	0	1978	0	2194	0	378	0	0	0	2281	1279	624	270
FMN_104811_P009_WA10	0	1434	281	1886	0	2201	0	855	3493	263	913	1176	735	1407	4979	341	261	1286	0	1496	0	1537	265	948	1275	0	254	1279	0	1439	0	359	410	2422	0	0	1334	284	248	485	267	271	403	0	1797	1684	0	1768	252	0	645	0	478	1838	945	0	0	1069	0	0	0	260	0	278	0	0	0	0	1206	258	0	479	0	641	1420	281	1760	1714	0	0	0	735	900	987	1827	310	0	801	0	808	341	1835	0	0	0	0	0	0	0	424	1143	0	1798	266	0	425	0	429	0	1453	634	0	2163	257	0	558	1510	1294	0	938	1227	717	1156	986	1690	745	674	1279	694	1938	1190	691	507	721	2198	0	378	444	381	421	774	0	0	0	704	0	1366	0	0	1879	699	629	891	946	243	0	730	232	1560	0	0	525	0	0	1110	794	693	555	594	2489	993	525	0	1712	2388	1934	655	3074	1109	2050	0	1183	241	0	274	0	0	1158	381	841	1020	0	268	0	0	0	354	1418	0	648	563	494	0	426	500	273	1144	755	1657	603	687	427	738	0	238	1135	0	232	0	952	238	860	1231	0	581	4128	1290	1032	226	1503	245	669	0	376	297	366	0	0	948	0	0	982	1621	571	494	0	1006	287	340	0	0	0	876	0	0	1942	0	308	522	0	0	217	693	0	1976	453	563	516	0	0	1986	0	433	0	424	0	0	0	546	910	1518	0	224	730	0	0	0	376	2102	740	0	392	297	537	0	0	888	1504	0	0	1635	2227	0	930	955	682	757	0	832	0	3900	500	246	0	1216	327	0	785	967	1801	1609	0	418	0	0	849	1869	1614	357	0	1006	0	995	935	1436	0	0	0	0	221	257	303	0	0	429	0	1761	0	531	0	1452	1514	809	745	1142	846	0	1185	392	285	631	2278	0	453	0	1619	0	1212	0	1850	0	1500	0	170	0	0	0	1562	643	489	0
FMN_104811_P009_WA11	0	1818	623	2250	430	3177	0	1097	4225	548	1119	1597	1259	1722	5779	439	778	1602	0	1534	488	2246	611	1041	1622	0	496	1591	499	2074	0	1221	548	2725	0	0	1880	916	629	784	626	373	771	0	1378	1690	0	2528	1212	0	1319	0	625	2154	1415	0	0	1665	0	473	0	594	0	569	0	0	0	0	1333	658	0	1360	0	1344	2689	528	1991	2309	0	0	0	1430	934	0	2163	391	0	1231	370	1130	1115	2206	0	610	0	0	0	0	0	940	1518	0	2261	349	300	885	0	854	0	1693	999	0	2345	776	367	945	2089	2562	0	1298	2182	1218	1317	1618	2005	1250	1071	2322	1145	2362	1698	1400	1242	1167	2441	0	1003	646	721	755	1212	0	942	363	549	856	1759	0	0	2413	1666	825	1313	2456	987	390	1325	881	1872	0	0	762	0	0	1792	1402	916	1259	1577	2759	1222	832	0	2113	2540	2103	1438	4497	1480	2480	429	1512	0	976	879	0	954	1647	1462	1235	1583	0	597	0	0	0	772	1785	0	786	965	1204	0	1244	1122	1216	1469	1144	2122	812	1108	1547	1185	0	1021	1377	0	305	409	1291	899	1200	1693	0	797	4458	1653	1629	518	1708	1068	956	0	945	497	1185	0	988	1417	1200	539	1153	2297	781	761	0	1600	711	585	0	0	0	1257	596	433	2501	0	1168	721	0	0	603	1240	0	2716	886	1257	1017	0	300	2828	0	978	352	869	0	0	584	931	2231	2000	0	587	1154	0	666	439	1072	2671	1774	0	625	1300	890	338	639	1456	1857	394	0	2689	2462	420	1324	1353	957	1163	0	1707	503	4291	1322	815	412	1374	600	0	911	1653	2423	2700	0	694	389	317	1607	2212	1913	1015	0	1521	336	1229	1709	2167	0	0	0	244	1042	981	495	576	0	1305	0	2382	733	917	0	3506	2228	1004	1353	1445	1098	0	1477	640	610	844	2740	0	1190	369	1910	0	1498	0	2166	0	2193	554	445	0	0	0	2502	1832	777	832
FMN_104811_P009_WB01	0	1602	474	2062	347	2977	0	849	3832	422	947	1364	810	1676	6361	314	722	1488	0	1787	0	2090	589	986	1464	0	879	1619	0	1714	347	455	591	2695	0	0	1676	367	500	525	280	552	709	0	843	1647	0	2165	375	0	1292	0	605	2031	1166	0	0	1567	0	0	0	492	0	555	0	0	0	0	1313	482	0	1167	0	806	2143	400	1664	2263	207	0	0	1164	1296	1237	2129	0	0	710	0	986	368	2035	583	388	0	0	0	0	0	821	1421	0	1908	0	350	661	0	689	0	1555	872	0	1904	530	291	896	1496	1831	0	1182	1769	890	1166	1544	1918	834	866	1931	875	1981	1374	1370	889	945	2356	0	525	453	551	576	1070	0	383	0	585	605	1719	0	0	2018	898	650	994	1741	907	0	988	676	1691	0	0	629	0	0	1604	900	828	1214	999	2781	1091	780	0	1879	2243	2031	1225	3976	1222	2205	569	1448	524	399	301	0	913	2303	803	1041	1415	0	324	0	0	0	251	1563	0	677	857	1072	0	649	672	449	1431	1057	1964	550	933	416	853	0	358	1193	0	473	234	1284	632	1050	1633	0	1103	4131	1633	1691	0	1483	392	1171	0	556	425	990	0	791	1344	0	0	1307	2069	771	574	433	1804	479	543	0	0	0	862	567	322	2410	0	382	0	0	0	581	868	0	2694	710	1141	926	0	0	2433	0	607	0	603	0	0	0	717	1320	1783	0	415	869	0	286	380	1027	2394	1838	0	265	1033	785	345	0	1217	1607	0	0	2328	2336	270	1192	1094	511	963	0	1246	258	3856	1259	388	422	1500	469	0	893	1365	2042	2107	0	527	0	326	1156	2114	1717	449	0	1129	419	1154	882	1934	252	0	0	0	396	938	497	0	0	636	0	1849	409	612	0	2876	1810	1032	939	1358	748	0	1366	505	511	704	2492	0	594	0	1813	0	1273	0	1933	0	2317	0	592	0	0	0	0	1502	642	564
FMN_104811_P009_WB04	0	1103	0	1395	0	1474	0	703	2935	0	559	832	469	1016	4073	0	248	995	0	1469	0	1175	0	236	1025	0	0	1017	0	474	0	0	207	1625	0	0	729	0	0	0	0	0	219	0	628	973	0	697	0	0	0	0	0	1167	877	0	0	813	0	0	0	0	0	286	0	0	0	0	510	0	0	313	0	536	872	0	1573	1051	0	0	0	777	484	728	1083	0	0	221	0	603	0	1437	0	0	0	0	0	0	0	0	734	0	1589	0	0	358	0	234	0	1050	235	0	1491	0	0	0	1582	700	0	891	750	227	977	743	725	0	594	730	460	1736	642	295	239	545	1974	0	237	0	0	246	700	0	0	0	433	0	1147	0	0	1740	380	0	0	231	0	0	637	0	990	0	0	236	0	0	319	0	493	215	0	2010	774	414	0	1316	1344	1574	0	882	893	1241	0	1216	0	0	0	0	0	1080	0	288	1010	0	0	0	0	0	0	1061	0	291	558	0	0	0	0	0	507	637	1058	250	242	0	660	0	0	705	0	0	0	615	0	319	925	0	230	3223	0	621	0	736	0	268	0	0	0	253	0	0	276	0	0	306	918	334	257	0	0	206	0	0	0	0	721	0	0	1740	0	0	0	0	0	0	366	0	1853	0	0	467	0	0	1479	0	217	0	0	0	0	0	0	520	1142	0	0	605	0	0	0	335	1552	607	0	0	236	0	0	0	723	1391	0	0	960	374	0	814	609	222	688	0	0	0	2248	490	0	0	801	0	0	422	397	1163	1766	0	0	0	0	547	1255	1289	0	0	334	0	846	284	675	0	0	0	0	0	0	0	0	0	243	0	1465	0	354	0	359	1340	443	397	1082	0	0	848	0	0	419	2222	0	273	0	1570	0	307	0	1439	0	1573	0	0	0	0	0	1149	0	254	0
FMN_104811_P009_WB05	0	1649	508	2102	0	2311	0	944	3806	0	1357	1214	1399	1576	5426	223	547	1370	0	1612	0	1931	438	792	1382	0	388	1540	0	1614	0	434	327	2840	0	0	1589	0	0	544	0	336	670	0	973	1882	0	2670	0	0	1189	0	478	1738	1208	0	0	1369	0	301	298	354	0	380	0	0	0	0	1168	477	0	667	0	742	1953	363	1805	2030	0	0	289	1119	670	962	1940	769	0	643	0	1111	0	1851	388	297	0	0	0	0	0	620	807	249	1903	245	0	628	0	515	0	1453	682	0	2069	642	0	717	2083	1661	0	1083	1605	668	1208	1277	1852	742	775	1719	857	1964	1243	888	732	837	2165	0	374	0	556	558	1028	0	0	0	598	0	1465	0	0	2084	1132	545	1098	1408	391	241	884	307	1612	0	0	631	0	0	1343	755	730	883	766	2613	1080	664	0	1799	2376	1991	780	3125	1062	2133	417	1425	386	326	615	0	261	1442	382	1131	1389	0	288	0	0	0	0	1522	0	619	896	1047	0	825	926	358	1369	1064	1795	507	750	273	971	0	0	1173	0	364	0	1063	229	1057	1498	0	650	4139	1413	988	0	1561	392	864	0	346	289	821	0	302	954	0	376	1218	1886	577	410	0	1502	509	470	0	0	0	959	0	0	2261	0	670	360	0	0	495	945	0	2246	711	709	613	0	217	2378	0	718	0	933	0	0	0	656	1664	1729	0	444	805	0	0	0	528	2294	1368	0	360	766	637	251	0	1053	1812	0	0	2004	2336	302	945	1153	649	821	0	732	0	3998	1128	292	334	1223	0	0	779	1119	1864	2340	0	440	0	239	1099	2091	1616	455	0	1235	0	1190	1006	2437	0	0	0	0	209	294	309	0	0	722	0	1915	304	534	0	2420	1789	882	1013	1392	621	0	1197	428	571	503	2478	0	567	0	1695	0	1245	0	1899	0	1870	0	0	0	0	0	2052	1416	522	0
FMN_104811_P009_WB07	0	1622	311	1964	0	2221	0	924	3944	0	1018	1200	800	1483	5442	0	488	1271	0	1567	0	1830	258	768	1114	0	0	1662	0	1319	287	473	329	2543	0	0	1575	0	309	542	488	290	356	0	1410	2278	0	1947	252	0	986	0	564	1647	1085	0	0	1505	0	0	0	429	0	0	0	0	0	0	1050	491	0	571	0	768	1506	383	1849	1864	0	0	0	1142	499	933	1898	0	0	545	0	1008	239	1680	0	320	0	0	0	0	0	449	1144	0	1775	551	0	557	0	593	0	1386	912	0	2059	442	0	811	1649	1253	0	1414	1532	679	1134	1315	1800	674	678	1587	741	1868	1340	717	717	844	2216	0	426	275	378	406	962	0	247	0	417	275	1468	0	0	1925	418	689	860	1191	324	0	812	231	1465	0	0	534	0	0	729	707	704	715	826	2581	950	731	0	1782	2207	1886	421	3117	1028	2152	288	1273	0	238	274	0	225	1104	817	1005	1391	0	341	0	0	0	0	1489	0	530	777	1056	0	417	544	374	1267	811	1716	443	760	305	840	0	359	1221	0	329	0	1085	656	948	1563	0	630	4227	1352	1067	299	1439	353	819	0	256	313	482	0	0	994	0	0	1099	1640	526	493	0	1380	472	496	0	0	0	1000	0	263	2105	0	565	0	0	0	317	590	0	2131	650	648	716	0	0	2430	0	438	0	526	0	0	0	566	1641	1335	0	283	769	0	0	0	524	2178	1205	0	284	692	782	0	0	1050	1540	0	0	2072	2195	218	929	933	504	941	0	1033	0	3905	1279	265	294	1336	447	0	671	1087	2069	2049	0	469	0	349	1081	2114	1600	525	0	1007	286	1085	1096	2086	0	0	0	0	504	256	293	0	0	417	0	1754	207	650	0	1597	1723	781	967	2334	661	0	1305	413	321	527	2138	0	474	0	1828	0	1171	0	1831	0	1810	0	629	0	0	0	1740	1160	512	266
FMN_104811_P009_WB08	0	1480	247	1923	0	2614	0	809	3854	0	831	1111	772	1484	5127	0	358	1212	0	1534	0	1677	253	612	1348	0	209	1402	0	1406	281	380	303	2392	0	0	1421	305	344	315	444	221	407	0	1064	1794	0	1964	229	0	962	0	342	1625	901	0	0	1307	0	271	0	306	0	0	0	0	0	0	1090	273	0	636	0	738	1529	344	1756	1924	0	0	0	999	552	885	1943	0	0	716	0	739	269	1700	0	278	0	0	0	0	0	372	1064	0	1644	263	0	419	0	416	0	1364	814	0	2013	396	0	675	1524	801	0	997	1344	653	1116	1104	1810	825	617	1428	603	1801	1254	499	699	876	2174	0	411	266	421	398	895	0	253	0	451	244	1395	0	0	1888	888	387	868	1039	354	0	718	240	1447	0	0	457	0	0	737	727	801	657	780	2549	893	637	0	1681	2303	1827	802	2751	940	2178	262	1246	434	262	361	0	238	1043	544	1190	1204	0	308	0	0	0	0	1422	0	680	705	1064	0	758	532	265	1308	851	1709	424	827	244	833	0	282	1143	0	276	0	1098	608	827	1437	0	564	4195	1301	866	286	1318	266	827	0	313	231	380	0	290	723	0	292	1076	1628	499	442	0	1327	277	438	0	0	0	770	0	200	1986	0	358	0	0	0	314	442	0	2244	262	686	596	0	0	1929	0	402	0	499	0	0	0	558	1482	1389	0	275	875	0	271	0	362	2312	885	207	329	389	704	0	0	976	1798	0	0	1834	2061	265	870	1018	559	840	0	1064	0	3866	1204	250	327	1201	317	0	747	1030	1754	1821	0	536	0	0	898	1962	1612	364	0	1041	263	1213	766	1901	0	0	0	223	272	505	245	0	0	454	0	1669	378	512	0	1324	1742	925	795	1262	567	0	1222	302	248	547	2163	0	413	0	1691	0	1097	0	1801	0	1819	0	270	0	0	0	1652	1160	441	269
